label,abstract,processed_abstract
cancer,"Microplastics (MPs) and their degradation products pose growing environmental and health risks. This study investigates how polyethylene terephthalate (PET)-derived degradation products, ethylene glycol (EG) and terephthalic acid (TPA), influence colorectal cancer (CRC) prognosis. Integrating network toxicology, machine learning (ML), and molecular docking, we identified 43 genes linking EG/TPA exposure to CRC pathogenesis. Functional enrichment analysis revealed their involvement in TNF/IL-17 signaling and glucocorticoid (GC)-mediated metabolic pathways, synergistically promoting chronic inflammation and immune suppression. Prognostic ML models prioritized SPP1, TJP1, and DDIT3 as hub genes significantly correlated with poor survival outcomes. Molecular docking confirmed EG's stable binding to these targets, suggesting mechanisms involving cytoskeletal remodeling, tight junction disruption, and endoplasmic reticulum stress. Notably, GC pathway activation emerged as a critical driver of CRC progression, facilitating tumor immune evasion and therapy resistance. Our findings highlight the prognostic relevance of PET-derived MPs via GC signaling dysregulation, providing mechanistic insights into how environmental pollutants exacerbate cancer risks. This study advances strategies for refining MPs toxicity assessments and developing targeted interventions to mitigate CRC progression linked to MPs exposure.",microplast mp degrad product pose grow environment health risk studi investig polyethylen terephthal petderiv degrad product ethylen glycol eg terephthal acid tpa influenc colorect cancer crc prognosi integr network toxicolog machin learn ml molecular dock identifi 43 gene link egtpa exposur crc pathogenesi function enrich analysi reveal involv tnfil17 signal glucocorticoid gcmediat metabol pathway synergist promot chronic inflamm immun suppress prognost ml model priorit spp1 tjp1 ddit3 hub gene significantli correl poor surviv outcom molecular dock confirm eg stabl bind target suggest mechan involv cytoskelet remodel tight junction disrupt endoplasm reticulum stress notabl gc pathway activ emerg critic driver crc progress facilit tumor immun evas therapi resist find highlight prognost relev petderiv mp via gc signal dysregul provid mechanist insight environment pollut exacerb cancer risk studi advanc strategi refin mp toxic assess develop target intervent mitig crc progress link mp exposur
cancer,"AIM: Hepatocellular carcinoma (HCC), a major cause of cancer death, highlights the need for biomarkers predicting early progressive disease (PD) under atezolizumab/bevacizumab (Atezo/Bev) therapy. We used the proximity extension assay (PEA) to identify plasma biomarkers linked to early PD. METHODS: This study included 47 patients with unresectable HCC treated with Atezo/Bev, divided into derivation (n = 27) and validation (n = 20) cohorts. To identify plasma biomarkers for early PD, 92 cytokines were measured by PEA; enzyme-linked immunosorbent assays (ELISA) were then used to determine key protein cutoffs in derivation. Cutoff validity was confirmed in validation. RESULTS: PEA showed vascular endothelial growth factor (VEGF)-A, angiopoietin-2 (ANGPT2), and Tie-2 were elevated in early PD cases. ELISA confirmed significantly higher levels in early PD versus nonearly PD (VEGF-A: 78.3 pg/mL vs. 53.2 pg/mL and p = 0.002; ANGPT2: 18.4 ng/mL vs. 12.7 ng/mL and p = 0.007; and Tie-2: 24.5 ng/mL vs. 17.6 ng/mL and p = 0.009). After establishing cutoff values for each protein, multivariate logistic regression analysis incorporating clinical background identified VEGF-A as the sole independent predictor of early PD (cutoff: 73.9 pg/mL, OR: 40.00, and p = 0.006). The predictive value of VEGF-A for early PD was evaluated in the validation cohort. With a cutoff of 73.9 pg/mL, early PD occurred in 21.4% and 83.3% of the low (n = 14) and high VEGF-A groups (n = 6), respectively (p = 0.018). CONCLUSIONS: Plasma VEGF-A levels were identified as a significant biomarker for early PD in individuals with HCC receiving Atezo/Bev therapy.",aim hepatocellular carcinoma hcc major caus cancer death highlight need biomark predict earli progress diseas pd atezolizumabbevacizumab atezobev therapi use proxim extens assay pea identifi plasma biomark link earli pd method studi includ 47 patient unresect hcc treat atezobev divid deriv n 27 valid n 20 cohort identifi plasma biomark earli pd 92 cytokin measur pea enzymelink immunosorb assay elisa use determin key protein cutoff deriv cutoff valid confirm valid result pea show vascular endotheli growth factor vegfa angiopoietin2 angpt2 tie2 elev earli pd case elisa confirm significantli higher level earli pd versu nonearli pd vegfa 783 pgml vs 532 pgml p 0002 angpt2 184 ngml vs 127 ngml p 0007 tie2 245 ngml vs 176 ngml p 0009 establish cutoff valu protein multivari logist regress analysi incorpor clinic background identifi vegfa sole independ predictor earli pd cutoff 739 pgml 4000 p 0006 predict valu vegfa earli pd evalu valid cohort cutoff 739 pgml earli pd occur 214 833 low n 14 high vegfa group n 6 respect p 0018 conclus plasma vegfa level identifi signific biomark earli pd individu hcc receiv atezobev therapi
cancer,"INTRODUCTION: Mismatch-repair deficiency (MMRd) is a pan-cancer mechanism resulting in high tumor mutation and microsatellite burden, leading to remarkable therapeutic success using immune checkpoint inhibition (ICI). However, efficacy remains variable. Our goal is to review the existing and emerging literature that provide mechanistic insights on how MMRd diversely impacts the current landscape of cancer therapeutics. AREAS COVERED: We summarize the biological impact of MMRd, highlight how variable etiologies and different MMRd cancer-types have significant diversity in genomic and immune profiles, how this drives primary and acquired ICI-resistance, and highlight the clinical trial landscape and preclinical efforts to harness these distinct mechanistic vulnerabilities into new therapeutic strategies. EXPERT OPINION: MMRd is currently recognized a tumor-agnostic biomarker for ICI treatment. However, differences in the MMRd etio-biology impact the immune microenvironment, contributing to significant response heterogeneity. Some patients show dramatic response to neoadjuvant ICI monotherapy and don't even need surgery, while most will need biologically rational combination approaches. Additionally, MMRd-driven genomic instability can make this a 'moving target,' mandating an ongoing effort to track and adapt to MMRd-driven cancer and microenvironment evolution. The next decade will focus on how best to effectively tailor immune-directed therapies for different MMRd cancers.",introduct mismatchrepair defici mmrd pancanc mechan result high tumor mutat microsatellit burden lead remark therapeut success use immun checkpoint inhibit ici howev efficaci remain variabl goal review exist emerg literatur provid mechanist insight mmrd divers impact current landscap cancer therapeut area cover summar biolog impact mmrd highlight variabl etiolog differ mmrd cancertyp signific divers genom immun profil drive primari acquir iciresist highlight clinic trial landscap preclin effort har distinct mechanist vulner new therapeut strategi expert opinion mmrd current recogn tumoragnost biomark ici treatment howev differ mmrd etiobiolog impact immun microenviron contribut signific respons heterogen patient show dramat respons neoadjuv ici monotherapi dont even need surgeri need biolog ration combin approach addit mmrddriven genom instabl make move target mandat ongo effort track adapt mmrddriven cancer microenviron evolut next decad focu best effect tailor immunedirect therapi differ mmrd cancer
cancer,"Oral mucositis is a significant side effect of chemotherapy, radiotherapy, or their combination in cancer patients. Current clinical management focuses primarily on symptom control, with few effective therapeutic agents. Understanding the factors influencing susceptibility to oral mucositis is essential for a comprehensive grasp of its pathophysiology. This study investigates sex as a biological variable in radiation-induced oral mucositis. Oral mucositis was induced via X-ray ionizing radiation using a fractionated dose of 8 Gy/d for 5 consecutive days, targeting only the head and neck area using male and female C57BL/6J mice aged 7 to 9 wk. Following sex-guided time points, we harvested tongues, stained with toluidine blue, and imaged to visualize mucosal damage. Histopathological analyses were performed using hematoxylin and eosin staining to assess mucositis severity and inflammatory infiltration. All irradiated groups showed a significant increase in mucositis severity versus controls, measured by the total number and area of ulcerative lesions as well as inflammatory cell infiltrate. Notably, there was a significant decrease in epithelial thickness in irradiated mice compared with nonirradiated controls, consistent with oral mucositis. Furthermore, female mice exhibited a greater area of ulcerative lesions and higher inflammatory cell infiltrate scores than males did. This study highlights the sexual dimorphism in the murine model of fractionated ionizing radiation-induced oral mucositis, demonstrating that female mice have an increased susceptibility to irradiation treatment.",oral mucos signific side effect chemotherapi radiotherapi combin cancer patient current clinic manag focus primarili symptom control effect therapeut agent understand factor influenc suscept oral mucos essenti comprehens grasp pathophysiolog studi investig sex biolog variabl radiationinduc oral mucos oral mucos induc via xray ioniz radiat use fraction dose 8 gyd 5 consecut day target head neck area use male femal c57bl6j mice age 7 9 wk follow sexguid time point harvest tongu stain toluidin blue imag visual mucos damag histopatholog analys perform use hematoxylin eosin stain assess mucos sever inflammatori infiltr irradi group show signific increas mucos sever versu control measur total number area ulcer lesion well inflammatori cell infiltr notabl signific decreas epitheli thick irradi mice compar nonirradi control consist oral mucos furthermor femal mice exhibit greater area ulcer lesion higher inflammatori cell infiltr score male studi highlight sexual dimorph murin model fraction ioniz radiationinduc oral mucos demonstr femal mice increas suscept irradi treatment
cancer,"PURPOSE: Immune checkpoint blockade (ICB) therapies targeting the PD-1 axis have significantly improved survival in patients with recurrent/metastatic head and neck squamous cell carcinoma (R/M HNSCC). Circulating tumor DNA (ctDNA) and peripheral T cell receptor (TCR) repertoires are emerging as promising biomarkers for predicting ICB response. Early characterization of ctDNA and TCR dynamics may enable timely treatment adjustments before clinical or radiological progression. PATIENTS AND METHODS: The IO-KIN study (NCT04606940) is a single-center, prospective trial involving 15 patients with R/M HNSCC treated with nivolumab or pembrolizumab. Blood samples (n=104) were collected across seven timepoints from baseline to day 29. ctDNA was analyzed using a personalized assay (Signatera), and peripheral TCR repertoires were profiled using CapTCR-seq in eight patients. RESULTS: A decline in ctDNA after day 8 was associated with radiological response, longer progression-free survival, and a trend toward improved overall survival. TCR repertoires transiently diversified between days 8-22, with longer diversification windows in patients showing sustained ctDNA decline. Using the GLIPHII algorithm, an EBV-specific TCR signature was identified and persisted in patients with clinical benefit. Additional TCR signatures, potentially recognizing tumor-associated antigens, emerged as early as day 3 and were linked to positive outcomes. CONCLUSIONS: Simultaneous early monitoring of ctDNA and TCR dynamics reveals key determinants of ICB outcomes in R/M HNSCC. The transient nature of TCR diversification emphasizes the importance of precise sample timing to guide early therapeutic decisions and improve patient outcomes.",purpos immun checkpoint blockad icb therapi target pd1 axi significantli improv surviv patient recurrentmetastat head neck squamou cell carcinoma rm hnscc circul tumor dna ctdna peripher cell receptor tcr repertoir emerg promis biomark predict icb respons earli character ctdna tcr dynam may enabl time treatment adjust clinic radiolog progress patient method iokin studi nct04606940 singlecent prospect trial involv 15 patient rm hnscc treat nivolumab pembrolizumab blood sampl n104 collect across seven timepoint baselin day 29 ctdna analyz use person assay signatera peripher tcr repertoir profil use captcrseq eight patient result declin ctdna day 8 associ radiolog respons longer progressionfre surviv trend toward improv overal surviv tcr repertoir transient diversifi day 822 longer diversif window patient show sustain ctdna declin use gliphii algorithm ebvspecif tcr signatur identifi persist patient clinic benefit addit tcr signatur potenti recogn tumorassoci antigen emerg earli day 3 link posit outcom conclus simultan earli monitor ctdna tcr dynam reveal key determin icb outcom rm hnscc transient natur tcr diversif emphas import precis sampl time guid earli therapeut decis improv patient outcom
cancer,"PURPOSE: KRAS G12V is among the most frequent KRAS mutations in non-small cell lung cancer (NSCLC), yet its clinical and molecular features remain poorly understood. EXPERIMENTAL DESIGN: In this retrospective study, we analyzed 636 patients with KRAS G12V-mutated NSCLC diagnosed between 2018 and 2023. Clinical, pathological, and molecular characteristics, including co-mutations, smoking history, PD-L1 expression, CD8+ T-cell infiltration, and treatment outcomes, were assessed. RESULTS: The majority of patients (94.2%) were current or former smokers, with a median tobacco exposure of 40 pack-years. Co-mutations were frequent, most commonly in TP53 (40.2%), STK11 (30.2%), and KEAP1 (29.3%). Heavy smokers exhibited significantly higher PD-L1 expression and more frequent TP53, KEAP1, and NTRK1-3mutations than light smokers. CD8+ T-cell infiltration showed a non-significant trend toward higher values in G12V compared to non-G12V KRAS subtypes. Among 151 patients with advanced disease, those treated with immune checkpoint blockade (ICB) alone or in combination with chemotherapy had significantly higher response rates and improved real-world progression-free (rwPFS) and overall survival (rwOS) compared to chemotherapy alone. In patients with PD-L1 TPS >/=50%, ICB-based treatment achieved a median rwOS of 30 months. CONCLUSIONS: KRAS G12V-mutated NSCLC is characterized by a strong association with tobacco use, high co-mutation rates in clinically relevant genes, and a favorable response to PD-L1-based immunotherapy. The observed mutation landscape supports the potential for dual checkpoint blockade in a significant subset.",purpos kra g12v among frequent kra mutat nonsmal cell lung cancer nsclc yet clinic molecular featur remain poorli understood experiment design retrospect studi analyz 636 patient kra g12vmutat nsclc diagnos 2018 2023 clinic patholog molecular characterist includ comut smoke histori pdl1 express cd8 tcell infiltr treatment outcom assess result major patient 942 current former smoker median tobacco exposur 40 packyear comut frequent commonli tp53 402 stk11 302 keap1 293 heavi smoker exhibit significantli higher pdl1 express frequent tp53 keap1 ntrk13mutat light smoker cd8 tcell infiltr show nonsignific trend toward higher valu g12v compar nong12v kra subtyp among 151 patient advanc diseas treat immun checkpoint blockad icb alon combin chemotherapi significantli higher respons rate improv realworld progressionfre rwpf overal surviv rwo compar chemotherapi alon patient pdl1 tp 50 icbbas treatment achiev median rwo 30 month conclus kra g12vmutat nsclc character strong associ tobacco use high comut rate clinic relev gene favor respons pdl1base immunotherapi observ mutat landscap support potenti dual checkpoint blockad signific subset
cancer,"OBJECTIVES: To examine if military sexual trauma (MST) is associated with the incidence of gynecologic cancers among women Veterans who receive care in the Veterans Health Administration (VHA). DESIGN: Data were collected from a retrospective cohort of women who initiated VHA care between 2001 and 2023 and participated for at least 6 months, completed MST screening, and did not have a previous diagnosis of cervical, uterine, or ovarian cancer. We compared women with and without a positive MST screen on demographics, health behaviors, and clinical characteristics. Unadjusted incidence rates of ovarian, uterine, and cervical cancers were calculated overall, and then by MST status. We used Cox proportional hazard models to evaluate the associations of MST and gynecological cancer after adjusting for demographics, health behaviors, and clinical variables. PARTICIPANTS: The dataset included 775,464 women. MAIN MEASURES: A history of MST was the primary predictor of interest. Outcomes were first VHA electronic health record documentation of cervical, uterine, and ovarian cancer diagnoses. KEY RESULTS: Women were 40.9 +/- 15.2 years old, 51.4% were non-Hispanic White, and 31.4% had a positive MST screen. Unadjusted incidence rates for the total sample were 45.5, 36.7, and 26.5 per 100,000 person-years for cervical, uterine, and ovarian cancers, respectively. After adjustment, compared to women without documented MST, those with MST had a 25% greater risk of cervical cancer (95% CI 1.17-1.33), a 17% greater risk of uterine cancer (95% CI 1.09-1.27), and a 9% greater risk of ovarian cancer (CI 1.00-1.20). CONCLUSIONS: Overall, a history of MST was associated with an increased incidence of gynecologic cancers. These findings support the need for early screening and engagement in trauma-informed gynecologic care for women Veterans following discharge from the military, and potentially for other survivors of sexual violence.",object examin militari sexual trauma mst associ incid gynecolog cancer among women veteran receiv care veteran health administr vha design data collect retrospect cohort women initi vha care 2001 2023 particip least 6 month complet mst screen previou diagnosi cervic uterin ovarian cancer compar women without posit mst screen demograph health behavior clinic characterist unadjust incid rate ovarian uterin cervic cancer calcul overal mst statu use cox proport hazard model evalu associ mst gynecolog cancer adjust demograph health behavior clinic variabl particip dataset includ 775464 women main measur histori mst primari predictor interest outcom first vha electron health record document cervic uterin ovarian cancer diagnos key result women 409 152 year old 514 nonhispan white 314 posit mst screen unadjust incid rate total sampl 455 367 265 per 100000 personyear cervic uterin ovarian cancer respect adjust compar women without document mst mst 25 greater risk cervic cancer 95 ci 117133 17 greater risk uterin cancer 95 ci 109127 9 greater risk ovarian cancer ci 100120 conclus overal histori mst associ increas incid gynecolog cancer find support need earli screen engag traumainform gynecolog care women veteran follow discharg militari potenti survivor sexual violenc
cancer,"PURPOSE: RAS mutations play a critical role in the pathogenesis and progression of colorectal cancer. This study aimed to evaluate the clinical and pathological characteristics associated with RAS mutation status and to investigate its prognostic value in patients with metastatic colorectal cancer. METHODS: This retrospective study included 446 adult patients with metastatic colorectal cancer followed at Dokuz Eylul University Medical Oncology Department between 2010 and 2016, all of whom had available RAS mutation data and complete clinical records. RESULTS: RAS mutations were identified in 44.8% of patients, predominantly KRAS codon 12 mutations. Early-stage disease and absence of metastasis at diagnosis were more common in the RAS wild-type (WT) group (p < 0.001). Lung metastases occurred more frequently in RAS-mutant cases (p = 0.006). No significant difference in overall survival (OS) was observed between RAS-mutant and WT groups (53.6 vs. 52.5 months; p > 0.05). Anti-VEGF therapy conferred a modest OS benefit in RAS-mutant patients, whereas anti-EGFR therapy showed no effect. Among KRAS-mutant subtypes, codon 61 mutations were associated with the poorest OS. CONCLUSION: RAS mutation status may provide insight into metastatic patterns and disease stage in patients with metastatic colorectal cancer. However, its impact on overall survival remains inconclusive. Further prospective studies are needed to clarify its prognostic value.",purpos ra mutat play critic role pathogenesi progress colorect cancer studi aim evalu clinic patholog characterist associ ra mutat statu investig prognost valu patient metastat colorect cancer method retrospect studi includ 446 adult patient metastat colorect cancer follow dokuz eylul univers medic oncolog depart 2010 2016 avail ra mutat data complet clinic record result ra mutat identifi 448 patient predominantli kra codon 12 mutat earlystag diseas absenc metastasi diagnosi common ra wildtyp wt group p 0001 lung metastas occur frequent rasmut case p 0006 signific differ overal surviv os observ rasmut wt group 536 vs 525 month p 005 antivegf therapi confer modest os benefit rasmut patient wherea antiegfr therapi show effect among krasmut subtyp codon 61 mutat associ poorest os conclus ra mutat statu may provid insight metastat pattern diseas stage patient metastat colorect cancer howev impact overal surviv remain inconclus prospect studi need clarifi prognost valu
cancer,"BACKGROUND: This study aimed to investigate global practice patterns, barriers, and physician perspectives on implementing ultra-hypofractionated radiation therapy (UHF-RT) in breast cancer treatment. MATERIALS AND METHODS: A 19-question online survey, distributed to radiation oncologists worldwide between February and August 2025, assessed UHF adoption, clinical use, barriers, training, and outlook. Chi-square tests compared adoption by institutional type, economic context, and physician experience (p < 0.05). RESULTS: 89 responses from 24 countries were analyzed. Moderate hypofractionation (MHF) predominated (70.8%), followed by UHF (20.2%). Overall, 80.9% had applied UHF, mainly for breast-only cases. Reported barriers included lack of clinical guidelines (49.2%), insufficient training (20.3%), equipment limitations (18.6%), and reimbursement issues (16.9%). No significant differences in adoption were found, though trends showed higher use in academic centers and high-income countries. CONCLUSIONS: UHF is increasingly adopted worldwide, yet MHF remains predominant. Standardizing education, infrastructure, and reimbursement policies could support wider global use.",background studi aim investig global practic pattern barrier physician perspect implement ultrahypofraction radiat therapi uhfrt breast cancer treatment materi method 19question onlin survey distribut radiat oncologist worldwid februari august 2025 assess uhf adopt clinic use barrier train outlook chisquar test compar adopt institut type econom context physician experi p 005 result 89 respons 24 countri analyz moder hypofraction mhf predomin 708 follow uhf 202 overal 809 appli uhf mainli breastonli case report barrier includ lack clinic guidelin 492 insuffici train 203 equip limit 186 reimburs issu 169 signific differ adopt found though trend show higher use academ center highincom countri conclus uhf increasingli adopt worldwid yet mhf remain predomin standard educ infrastructur reimburs polici could support wider global use
cancer,"BACKGROUND: Tumor-infiltrating natural killer (NK) cells are pivotal in modulating tumor progression, either by promoting or inhibiting neoplastic development. Nevertheless, the implications of NK cells in breast carcinoma remain inadequately understood. This investigation aimed to delineate the impact of NK cells on both the prognosis and the immune infiltration landscape in breast cancer. METHODS: NK cell marker genes were identified using single-cell sequencing data from breast cancer available in the Gene Expression Omnibus (GEO) database. A prognostic model was constructed based on data from The Cancer Genome Atlas (TCGA) and subsequently validated with the GEO dataset. Disparities in immune cell infiltration between low-risk and high-risk cohorts, as stratified by the prognostic model, were examined. Additionally, genes differentially expressed between these cohorts were subjected to enrichment analysis. RESULTS: A total of 29 NK cell marker genes were identified through single-cell sequencing, and a prognostic model was subsequently developed using machine learning techniques based on the TCGA data. This model demonstrated robust predictive performance when applied to both TCGA and GEO datasets. Notably, a significant difference in immune infiltration was observed between the low-risk and high-risk groups. The findings were further validated through enrichment analysis. CONCLUSIONS: In summary, we constructed a prognostic signature characterized by strong predictive performance, which has elucidated the critical role of NK cells in the pathogenesis of breast cancer. Furthermore, this model offers a predictive index and identifies a novel therapeutic target for the advancement of immunotherapeutic strategies in the clinical management of breast cancer patients.",background tumorinfiltr natur killer nk cell pivot modul tumor progress either promot inhibit neoplast develop nevertheless implic nk cell breast carcinoma remain inadequ understood investig aim delin impact nk cell prognosi immun infiltr landscap breast cancer method nk cell marker gene identifi use singlecel sequenc data breast cancer avail gene express omnibu geo databas prognost model construct base data cancer genom atla tcga subsequ valid geo dataset dispar immun cell infiltr lowrisk highrisk cohort stratifi prognost model examin addit gene differenti express cohort subject enrich analysi result total 29 nk cell marker gene identifi singlecel sequenc prognost model subsequ develop use machin learn techniqu base tcga data model demonstr robust predict perform appli tcga geo dataset notabl signific differ immun infiltr observ lowrisk highrisk group find valid enrich analysi conclus summari construct prognost signatur character strong predict perform elucid critic role nk cell pathogenesi breast cancer furthermor model offer predict index identifi novel therapeut target advanc immunotherapeut strategi clinic manag breast cancer patient
cancer,"Effective communication is a critical aspect of cancer care delivery. Specific communication challenges exist for culturally and linguistically diverse (CALD) patients and healthcare professionals throughout cancer treatment. This literature review aimed to examine the cancer treatment experience of CALD patients. A systematic scoping review was conducted in January 2025 using the databases; OVID Medline, EMBASE, and Cochrane Central. Search parameters included cancer, cultural diversity, language, and patient experience. Adhering to PRISMA guidelines and an established PICOS framework, 47 articles were selected for review. Exclusion criteria omitted duplicates, non-English language publications, articles published prior to 2010, and those unrelated to oncology and/or CALD communities. Three overarching themes were established from the literature; (1) education & empowerment, (2) quality care provision, and (3) system-level change. Communication barriers impacted the experience of cancer care and compromised treatment outcomes. Translated resources and staff cultural awareness training were observed to be beneficial for CALD patients. There is justified need to improve communication supports and resources for CALD patients and their clinicians. However, radiotherapy (RT) specific research is required to safely implement, contextualise and validate findings - informing bespoke communication improvement opportunities within RT practice.",effect commun critic aspect cancer care deliveri specif commun challeng exist cultur linguist divers cald patient healthcar profession throughout cancer treatment literatur review aim examin cancer treatment experi cald patient systemat scope review conduct januari 2025 use databas ovid medlin embas cochran central search paramet includ cancer cultur divers languag patient experi adher prisma guidelin establish pico framework 47 articl select review exclus criteria omit duplic nonenglish languag public articl publish prior 2010 unrel oncolog andor cald commun three overarch theme establish literatur 1 educ empower 2 qualiti care provis 3 systemlevel chang commun barrier impact experi cancer care compromis treatment outcom translat resourc staff cultur awar train observ benefici cald patient justifi need improv commun support resourc cald patient clinician howev radiotherapi rt specif research requir safe implement contextualis valid find inform bespok commun improv opportun within rt practic
cancer,"Tumor-associated macrophages (TAMs) are central constituents of the tumor microenvironment (TME), recruited from circulating monocytes through chemotactic signals, and they execute complex, multifaceted functions throughout tumor progression. Functionally heterogeneous, TAMs are broadly classified into distinct subtypes that display a dynamic duality, capable of shifting between tumor-suppressive and tumor-promoting states, though the pro-tumorigenic functions tend to dominate across multiple cancer types. The polarization of TAMs is modulated by diverse cytokines and signaling networks within the TME. Key pro-tumor mechanisms include activating proliferative signaling pathways, enhancing invasive and metastatic potential, establishing an immunosuppressive TME through immune cell interactions, and conferring therapy resistance. The spatial heterogeneity of TAMs further underscores the predictive relevance. Translational research increasingly focuses on TAM-targeting strategies such as inhibiting recruitment, depleting subsets, or reprogramming function. Emerging approaches, including nanomedicine-based targeting, macrophage-mediated therapies, and novel drug formulations, highlight the importance of combining conventional treatments with immune checkpoint inhibitors (ICIs). Such combinations help overcome therapeutic resistance and improve clinical outcomes. This review systematically summarizes recent advances in TAM biology and plasticity, biomarkers from single-cell and spatial analyses for distinguishing TAM subsets, and their prognostic relevance in immunotherapy. It also discusses TAM-targeting strategies and their synergistic potential with existing therapies. Together, these insights lay the foundation for next-generation cancer treatments that precisely target TAMs to overcome therapy resistance and improve patient survival.",tumorassoci macrophag tam central constitu tumor microenviron tme recruit circul monocyt chemotact signal execut complex multifacet function throughout tumor progress function heterogen tam broadli classifi distinct subtyp display dynam dualiti capabl shift tumorsuppress tumorpromot state though protumorigen function tend domin across multipl cancer type polar tam modul divers cytokin signal network within tme key protumor mechan includ activ prolif signal pathway enhanc invas metastat potenti establish immunosuppress tme immun cell interact confer therapi resist spatial heterogen tam underscor predict relev translat research increasingli focus tamtarget strategi inhibit recruit deplet subset reprogram function emerg approach includ nanomedicinebas target macrophagemedi therapi novel drug formul highlight import combin convent treatment immun checkpoint inhibitor ici combin help overcom therapeut resist improv clinic outcom review systemat summar recent advanc tam biolog plastic biomark singlecel spatial analys distinguish tam subset prognost relev immunotherapi also discuss tamtarget strategi synergist potenti exist therapi togeth insight lay foundat nextgener cancer treatment precis target tam overcom therapi resist improv patient surviv
cancer,"BACKGROUND: Gastric cancer (GC) is one of the most common malignant tumors worldwide, with a poor overall survival rate. Liquid biopsy (LB) is a non-invasive approach that can assist with the diagnosis and dynamic monitoring of GC. The aim of this study is to use bibliometric analysis to evaluate global trends in LB of GC from 2000 to 2025 and visualise the frontiers. METHODS: A literature search was conducted on Web of Science for studies on LB in GC published between 2000 and 2025. The retrieved articles were analysed using descriptive statistics and visualisation to examine the annual publication number, prolific countries and institutions, influential authors and journals, and the number of citations. RESULTS: A total of 360 publications were identified, showing consistent growth in output from 2002 to 2025, with a notable acceleration around 2016. Ichikawa D was the most prolific author, contributing 8 publications and amassing 338 citations, which highlights his significant academic impact. China led in terms of publication output with 146 publications, followed closely by the USA and Japan. Journals such as Cancers and Frontiers in Oncology occupied central positions in the network, reflecting their interdisciplinary significance. Frequent key terms such as LB, GC, biomarker and circulating tumour DNA (ctDNA) emphasised the focus on diagnostic applications and molecular targets in research. CONCLUSIONS: The field of liquid biopsy for GC is entering a period of rapid development. This bibliometric analysis maps the fundamental knowledge structure of this field. The hotspots identified in this study warrant further investigation.",background gastric cancer gc one common malign tumor worldwid poor overal surviv rate liquid biopsi lb noninvas approach assist diagnosi dynam monitor gc aim studi use bibliometr analysi evalu global trend lb gc 2000 2025 visualis frontier method literatur search conduct web scienc studi lb gc publish 2000 2025 retriev articl analys use descript statist visualis examin annual public number prolif countri institut influenti author journal number citat result total 360 public identifi show consist growth output 2002 2025 notabl acceler around 2016 ichikawa prolif author contribut 8 public amass 338 citat highlight signific academ impact china led term public output 146 public follow close usa japan journal cancer frontier oncolog occupi central posit network reflect interdisciplinari signific frequent key term lb gc biomark circul tumour dna ctdna emphasis focu diagnost applic molecular target research conclus field liquid biopsi gc enter period rapid develop bibliometr analysi map fundament knowledg structur field hotspot identifi studi warrant investig
cancer,"OBJECTIVE: Circular RNAs (circRNAs) are endogenous non-coding RNAs implicated in the initiation and progression of cancer. The circRNA-miRNA-mRNA competitive endogenous RNA (ceRNA) network exerts a crucial influence on tumor prognosis and therapy. This research aimed to identify novel circRNA-driven ceRNA networks and potential prognostic/therapeutic targets for gastric cancer (GC). METHODS: Gastric cancer-related circRNA, miRNA, and mRNA datasets were retrieved from the GEO database, accompanied by clinical and expression data from TCGA. Differential expression analysis, ceRNA network construction (Cytoscape_v3.8.0), KEGG/GO enrichment analysis, and survival analyses were conducted using R software. RESULTS: KEGG analysis of mRNAs within the ceRNA network indicated enrichment in the IL-17 signaling pathway, TNF signaling pathway, and other pathways associated with GC prognosis. Two key ceRNA axes associated with GC prognosis were identified: (1) hsa_circ_0055521/hsa-miR-204-5p/FAP and (2) (hsa_circ_0005051, hsa_circ_0007613, hsa_circ_0045602, hsa_circ_0034398, hsa_circ_0006089)/hsa-miR-32-3p/FNDC1. Survival analysis and immunohistochemical validation (HPA database) verified that FAP and FNDC1 are potential prognostic biomarkers and therapeutic targets for GC. CONCLUSION: This study identifies three key pathways, two novel prognostic ceRNA networks, six prognosis-related circRNAs, and two target genes (FAP/FNDC1) for GC, offering new directions for GC therapy.",object circular rna circrna endogen noncod rna implic initi progress cancer circrnamirnamrna competit endogen rna cerna network exert crucial influenc tumor prognosi therapi research aim identifi novel circrnadriven cerna network potenti prognostictherapeut target gastric cancer gc method gastric cancerrel circrna mirna mrna dataset retriev geo databas accompani clinic express data tcga differenti express analysi cerna network construct cytoscapev380 kegggo enrich analysi surviv analys conduct use r softwar result kegg analysi mrna within cerna network indic enrich il17 signal pathway tnf signal pathway pathway associ gc prognosi two key cerna axe associ gc prognosi identifi 1 hsacirc0055521hsamir2045pfap 2 hsacirc0005051 hsacirc0007613 hsacirc0045602 hsacirc0034398 hsacirc0006089hsamir323pfndc1 surviv analysi immunohistochem valid hpa databas verifi fap fndc1 potenti prognost biomark therapeut target gc conclus studi identifi three key pathway two novel prognost cerna network six prognosisrel circrna two target gene fapfndc1 gc offer new direct gc therapi
