label,abstract
neuro,"Epilepsy is a common neurological disorder characterized by recurrent unprovoked seizures. Despite significant progress in epilepsy research, about 30% of patients continue to experience uncontrolled seizures and clear diagnostic criteria remain elusive. Abnormal glycosylation contributes to various neurological disorders, including Alzheimer's and Parkinson's diseases. However, it is unclear whether protein glycosylation is altered in epilepsy. Herein, we established a chronic epilepsy rat model by injecting kainic acid solution into the right lateral ventricle and examined the changes in protein N-glycosylation and O-GlcNAcylation in rat brain tissues using mass spectrometry and lectin blotting. We found a significant reduction in complex N-glycan abundance in the hippocampal tissue of epileptic rats, which may be related to decreased MGAT1 expression. Additionally, we observed a marked decrease in protein O-GlcNAcylation, which may be associated with reduced levels of GFPT1, the rate-limiting enzyme in the hexosamine biosynthesis pathway. This research offers new insight into potential therapeutic strategies for epilepsy."
neuro,"Dopamine, a critical neurotransmitter regulating motor control, cognition, and reward pathways, requires sensitive and selective detection methods for neurological disorder diagnosis and therapeutic monitoring. We developed a novel dual-emission ratiometric fluorescence sensor comprising near-infrared carbon dots (NIR-CDs, lambda(em) = 730 nm) and the alizarin red S-3-nitrophenylboronic acid complex (ARS-3-NPBA, lambda(em) = 550 nm) under single 450 nm excitation for dopamine quantification based on competitive boronate affinity displacement, wherein dopamine's catechol moiety displaces ARS from 3-NPBA, simultaneously decreasing ARS-3-NPBA fluorescence at 550 nm while recovering inner-filter-quenched NIR-CD fluorescence at 730 nm. The self-calibrating fluorescence ratio (F(730)/F(550)) exhibits excellent linear correlation with dopamine concentration over 0.1-65.0 muM (R(2) = 0.9946) with a limit of detection of 0.035 muM. The sensor demonstrates superior selectivity, showing negligible interference from common biological species. Spike-and-recovery experiments in human plasma yielded recovery percentages of 97.0 % to 98.3 % with RSD values of 2.53 %-4.23 %. The ratiometric readout inherently corrects for instrumental variations, photobleaching, and matrix effects, positioning this platform as a robust, cost-effective alternative to conventional chromatographic methods for dopamine quantification in clinical diagnostics and potential real-time in vivo monitoring applications."
neuro,"BACKGROUND: Traumatic brain injury (TBI) is characterized as a heterogeneous neurological disorder, which causes a variety of behavioral and functional impairments. Continentalic acid (CA), a diterpenoid acid obtained from Aralia continentalis, possesses anti-inflammatory, anti-apoptotic, and antioxidant properties. METHODS: In the current study we investigated the neuroprotective properties of CA in an experimental TBI model. An in vivo, weight-drop model of TBI was developed in male BALB/c mice. Following traumatic insult, CA (1, 10, and 50 mg/kg) was administered intraperitoneally for up to 14 days. To assess the protective effects of CA, we performed behavioral tests, spectroscopy, histopathology, and biochemical analyses. RESULTS: The results revealed that CA significantly attenuated trauma-evoked neurological functions and improved mechanical as well as periorbital allodynia. CA also restored the structural and molecular composition of traumatized brain tissues. Similarly, CA reversed the histological changes in the cortex region of the traumatized brain sections and improved the neuronal count. CA administration also decreased the level of traumatic microbleeds in the brain. The expression levels of GFAP and Iba1 were significantly reduced by CA. Treatment with CA significantly reduced the expression of TLR-4, NF-kappaB, and increased the expression of IkB-alpha regulatory protein. CA also downregulated the expression of cleaved caspase-3 protein and upregulated the expression of anti-apoptotic Bcl-2 protein and alleviated the DNA damage. CA dramatically improved the levels of GST, GSH, catalase, and SOD while concomitantly reducing NO and LPO levels. The levels of IL-1beta and TNF-alpha were also reduced in the treatment group. CONCLUSIONS: The results demonstrated that CA (50 mg/kg) exhibited neuroprotective activity in TBI by attenuating inflammation, neuronal apoptosis, and oxidative stress."
neuro,"OBJECTIVE: This work was undertaken to describe the level of evidence for co-occurring epileptic seizures in patients with known functional/dissociative seizures (FDS) using stratification criteria analogous to the International League Against Epilepsy criteria for functional seizures. METHODS: Adult patients (age  >/=  18 years) with ""documented"" or ""clinically established"" FDS seen in a health system with a multidisciplinary FDS clinic were manually evaluated by retrospective chart review to identify their risk of co-occurring epilepsy. They were grouped into five mutually exclusive categories based on ""red flags"" for co-occurring epilepsy in the clinical history, semiology of unobserved seizures, and neurodiagnostic data. The categories of concern for co-occurring epilepsy were as follows: unlikely, possible, probable, clinically established, and documented. RESULTS: We identified 460 patients with FDS (median age = 34 years, interquartile range = 24-46 years, 78% female). The majority (62.6%, 95% confidence interval = 58%-67%) had ""unlikely"" co-occurring epilepsy due to no ""red flags."" Some (11.5%) patients had high likelihood of co-occurring epilepsy: 10.2% electroencephalographically ""documented"" and 1.3% ""clinically established."" There were 74 (16.5%) patients with neurodiagnostic ""red flags"" indicating ""probable"" co-occurring epilepsy. The remaining 9.3% had historical reports of ""red flags"" indicating ""possible"" co-occurring epilepsy. SIGNIFICANCE: The majority (62.6%) of people with FDS were ""unlikely"" to have co-occurring epilepsy due to the lack of ""red flags."" Conversely, 11.5% of patients with FDS had a high level of certainty of co-occurring epileptic seizures (clinically established and documented). In patients with intermediate concern, patient-centered decision-making can guide the next steps of diagnosis and treatment."
neuro,"PURPOSE: Migraine is a neurological disorder, affecting approximately 1.16 billion individuals globally. Zinc finger HIT-type containing 1 (Znhit1), a chromatin remodeler, has exhibited a neuroprotective role. This study aims to investigate the role of Znhit1 in migraine. METHODS: A migraine mouse model was established by repeated intraperitoneal injection of nitroglycerin (NTG). The Znhit1 expression in trigeminal nucleus caudalis (TNC) was detected using reverse transcription quantitative polymerase chain reaction and western blot assays. Behavioral phenotype caused by central sensitization was assessed by Von Frey monofilaments and hot plate assays. Inflammatory response was evaluated through enzyme-linked immunosorbent assay and western blot analysis. Gene set enrichment analysis, western blot, cell counting kit-8 (CCK-8), and flow cytometry were utilized to explore potential molecular mechanisms in vitro. RESULTS: Repeated injection of NTG reduced Znhit1 expression in the TNC. Overexpression of Znhit1 alleviated hyperalgesia, upregulated 5-hydroxytryptamine (5-HT) level, and inhibited FBJ osteosarcoma oncogene (c-Fos) and calcitonin gene-related peptide (CGRP) expression. Moreover, overexpression of Znhit1 downregulated the expression of inflammatory markers [interleukin (IL)-6, IL-1beta, tumor necrosis factor (TNF)-alpha, cyclooxygenase-2 (COX-2), and inducible nitric oxide synthase (iNOS)] and inhibited the activation of NOD-like receptor protein 3 (NLRP3) inflammasome. CCK-8 assay found that cell viability was enhanced in lipopolysaccharide (LPS)-induced BV2 cells treated with Znhit1 overexpression, while silencing of Znhit1 resulted in decreased cell viability. In LPS-induced BV2 cells, silencing of Znhit1 enhanced inflammatory response, promoted cell apoptosis, and activated NLRP3 inflammasome, whereas MCC950, a specific inhibitor of NLRP3, reversed these effects induced by silencing of Znhit1. CONCLUSION: Our results demonstrated that Znhit1 ameliorated hyperalgesia and inhibited inflammatory response by suppressing the activation of NLRP3 inflammasome."
neuro,"BACKGROUND: Migraine without aura (MWoA) is a neurological disorder associated with structural and functional abnormalities in white matter (WM). However, interactions between clinical characteristics and WM abnormalities of microstructure and function in MWoA have remained underexplored. In this study, we aimed to investigate these associations and broaden the understanding of the pathophysiology of MWoA. METHODS: A total of 51 MWoA patients and 51 healthy controls (HCs) underwent magnetic resonance imaging (MRI). Microstructural WM abnormalities were assessed using tract-based spatial statistics (TBSS). Functional alterations were evaluated by measuring the amplitude of low-frequency fluctuation (ALFF) and degree centrality (DC). Spearman's rank correlation was used to assess the association between these abnormalities and clinical characteristics such as frequency, intensity, and disease progression of MWoA. We also conducted a region-level functional connectivity analysis, followed by mediation analysis to explore potential pathways linking WM abnormalities to clinical characteristics. RESULTS: This study showed that, compared to HCs, MWoA patients showed decreased fractional anisotropy (FA), axial dispersion (AD), and DC and increased ALFF in the left frontopontine (FPT_L), decreased FA and AD in the forceps major (CC_ForcepsMajor), and decreased ALFF in the forceps minor (CC_ForcepsMinor). Among them, ALFF in the CC_ForcepsMinor and DC, FA, and AD in the FPT_L were inversely correlated with disease duration (p < 0.05). FA and AD in the CC_ForcepsMajor were inversely correlated with visual analog scale (VAS) scores (p < 0.05). Exploratory mediation analysis suggested that functional and microstructural abnormalities in the corpus callosum (CC) subregions may mediate the relationship between the DC value in the FPT-L and disease duration among MWoA patients. CONCLUSION: This study reveals concomitant alterations in the function and microstructure of WM in the CC subregions and the FPT_L among MWoA patients. These alterations are significantly correlated with clinical characteristics and suggest that these abnormalities in functional fluctuations and WM integrity may serve as mediators between reduced network integration and disease duration in MWoA. These findings support the WM abnormality hypothesis and deepen our understanding of the pathophysiological mechanisms underlying MWoA."
neuro,"Intracerebral hemorrhage (ICH) remains a devastating neurological disorder with high mortality, driven primarily by uncontrolled neuroinflammation and secondary brain injury. Here, we show that human umbilical mesenchymal stem cell-derived exosomes (hUMSC-Exos) robustly promote functional recovery in a murine ICH model by reprogramming microglial biology and mitigating neuronal damage, via a mechanism dependent on the NAD(+)-dependent deacetylase SIRT1. Intranasal delivery of hUMSC-Exos enabled efficient uptake by perihematomal microglia, astrocytes, and neurons, reducing neuronal apoptosis and improving both sensorimotor and cognitive outcomes. Microglia-specific transcriptomic profiling revealed that hUMSC-Exos suppressed ICH-induced proinflammatory gene networks, particularly those governed by NF-kappaB/NOS2 signaling, while attenuating pathological microglial proliferation. Mechanistically, hUMSC-Exos upregulated SIRT1, which repressed NF-kappaB nuclear translocation and subsequent NOS2 expression. Pharmacological inhibition of SIRT1 with EX527 abrogated key beneficial effects of hUMSC-Exos: it reversed the suppression of microglial proliferation, restored neuronal apoptosis to ICH levels, and eliminated improvements in locomotor activity, anxiety-like behavior, and spatial learning/memory-assessed via open field and Morris water maze tests. Conversely, NOS2 blockade recapitulated the neuroprotective actions of hUMSC-Exos. Beyond anti-inflammatory effects, hUMSC-Exos promoted transcriptional programs linked to tissue remodeling and vascular regeneration, underscoring their dual role in mitigating injury and enhancing repair. Collectively, our study identifies a SIRT1-dependent axis through which stem cell-derived exosomes orchestrate microglial homeostasis and neuronal survival after ICH, establishing exosome-based therapy as a promising cell-free strategy for acute brain injury with translational potential. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12967-025-07430-1."
neuro,"KIF1A-Associated Neurological Disorder (KAND) is a rare, progressive neurodegenerative condition caused by variants in the KIF1A gene, which encodes a kinesin-3 motor protein essential for anterograde axonal transport of synaptic vesicles, dense core vesicles, and organelles in neurons. KAND comprises a broad spectrum of overlapping neurological phenotypes, including hereditary spastic paraplegia, intellectual disability, peripheral neuropathy, optic nerve atrophy, epilepsy, and progressive motor decline. Pathogenic variants in KIF1A disrupt the balance of intracellular transport and neuronal signalling through diverse mechanisms, manifesting with highly variable disease onset, severity, and clinical progression. Although advances in genomic testing have improved diagnosis, reported KAND cases remain concentrated in developed countries, highlighting ongoing global inequities in access to diagnosis and care. At present, no cure exists for KAND; treatment is limited to symptom management. A deeper understanding of KIF1A function, supported by the development of robust cellular and animal models, is critical for therapeutic development. This review summarises the clinical and molecular features of KAND and highlights current and emerging strategies aimed at slowing disease progression or correcting its underlying causes. We emphasise the urgent need for targeted treatment strategies addressing the heterogeneity of KAND."
neuro,"Alzheimer's disease is a prominent neurological disorder, which leads to progressive dementia. The microtubule-associated protein Tau is considered one of the major causes of Alzheimer's disease. Hyper-phosphorylation of Tau is considered to be closely associated with the generation of Tau pathology. CDK5 is one of the prominent neuronal kinases, under normal conditions, the activity of CDK5 is regulated by p35 protein. The stress conditions result in calpain-mediated proteolytic cleavage of p35 leading to the generation of p25 and p10. CDK5/p25 complex is reported to have a relatively more half-life which causes hyperphosphorylation of many proteins leading to neurotoxicity but the role of p10 is still needed to be explored. In the present review, we hypothesized the role of p10 as CDK5/p25 inhibitor. The current research has demonstrated that p10 provides survival signals to cells. In the current scenario, several CDK5 inhibitors commonly have a drawback of non-specificity. Here based on complied studies we hypothesize that the p10 could have the potency to inhibit the activity of CDK5, which ultimately downregulate the hyperphosphorylation of Tau. Thus reducing the levels of phospho-Tau p10 could emerge as a novel therapeutic peptide against Alzheimer's disease. The proposed hypothesis would open new gates for research in the field of Alzheimer's and further would bring a new ray of hope for the disease."
neuro,"BACKGROUND: Emergence delirium (ED), a common postoperative neurological disorder in children, is characterized by disturbances in consciousness, attention, disorientation, and perceptual changes. Intraoperative burst suppression has been associated with postoperative delirium in adults, and its relationship with emergence delirium in children remains unclear and controversial. METHODS: This investigation was conducted at Beijing Children's Hospital, Capital Medical University, from January 2022 to January 2023. The study incorporated children aged 6 months to 9 years who were undergoing general anesthesia with electroencephalography (EEG) monitoring. Intraoperative processed EEG and the incidence of burst suppression were recorded. Postoperative delirium was evaluated using the Pediatric Anesthesia Emergence Delirium Scale. A score of 10 points or higher on this scale was used as an indicator of the presence of emergence delirium. RESULTS: Among the 207 children enrolled, the incidence of emergence delirium was 43 % in the set of children with burst suppression, whereas it was only 7 % in the non-burst suppression set. Binary logistic regression analysis pinpointed two distinct risk factors for the emergence of delirium. These were the agent used for maintenance of anesthesia and intraoperative burst suppression. Children maintained under intravenous propofol for maintenance of anesthesia experienced 57 % lower incidence of emergence delirium than those maintained under sevoflurance for anesthesia maintenance. Furthermore, children with burst suppression were eight times more likely to develop emergence delirium, according to intraoperative processed EEG monitoring. CONCLUSIONS: This study demonstrated a notable association between intraoperative burst suppression and the incidence of postoperative emergence delirium. These findings suggest that processed EEG-based monitoring and tailored anesthesia strategies may help prevent emergence delirium and other unfavorable outcomes in pediatric surgical patients."
neuro,"INTRODUCTION: Epilepsy is a neurological disorder characterized by abnormal neuronal discharges in the brain, posing a persistent challenge in clinical diagnosis. This study presents a high-performance epileptic seizure detection framework that integrates advanced feature extraction and classification techniques using EEG signals. METHODS: We conduct experiments on the Bonn and CHB-MIT EEG datasets. The EEG signals are preprocessed through bandpass filtering and five-level Discrete Wavelet Transform (DWT) decomposition. From each sub-band, four representative features are systematically extracted. To mitigate severe class imbalance, we propose a two-stage balancing strategy: cluster centroid-based under-sampling initially reduces the interictal-to-ictal ratio to 2:1, followed by Borderline Synthetic Minority Oversampling Technique (BLSMOTE) in the feature space. A hybrid classification model that combines Convolutional Sparse Autoencoder (CSAE) with Gated Recurrent Unit (GRU) is proposed in the paper. The encoder weights from the pre-trained CSAE are transferred to the GRU-based classifier to enhance feature representation and model generalization. RESULTS: The proposed method achieves outstanding performance, with accuracy, sensitivity, specificity, precision, f1 score and AUC of 98.46, 98.27, 98.50, 98.36, 98.31, and 98.23% on the Bonn dataset, and 99.49, 99.21, 99.77, 99.49, 99.35, and 99.57% on the CHB-MIT dataset, respectively. These results validate the effectiveness of the proposed approach. DISCUSSION: This study introduces a novel framework combining cluster centroid-based under-sampling, BLSMOTE oversampling, and transfer learning via CSAE-GRU integration. The method offers a promising direction for reliable and clinically applicable automated epilepsy diagnosis."
neuro,"Epilepsy is a prevalent chronic neurological disorder, affecting approximately 70 million individuals globally, with its pathogenesis primarily attributed to recurrent seizures caused by abnormal neuronal discharges in the brain. Recent research has increasingly recognized the critical role of neuroinflammation in the central nervous system in the onset and progression of epilepsy. Furthermore, the gut-brain axis, a crucial link between gut microbiota and the central nervous system, facilitates communication through intricate pathways involving neural, immune, and endocrine mechanisms, and its involvement in epilepsy pathology is gaining significant attention. This review focuses on recent advances in neuroimmune interactions within the gut-brain axis in epilepsy. It explores the roles of inflammatory factors (e.g., IL-1beta, IL-6, TNF-alpha) and immune cells (e.g., microglia, macrophages, neutrophils) in epileptic pathophysiology, and systematically reviews relevant experimental and clinical studies. The article begins by providing an overview of the fundamental interactions between gut microbiota and the host immune system, before discussing how gut-derived immune signals influence the central nervous system via the gut-brain axis. The pathogenic mechanisms of key pro-inflammatory factors in epileptogenesis are then examined, including how IL-1beta promotes neuronal hyperexcitability, how IL-6 mediates neuroinflammation, and how TNF-alpha disrupts the balance between neuronal excitation and inhibition. Additionally, the article highlights the significant role of inflammatory cells in the central nervous system, particularly the activation of microglia and the infiltration of peripheral immune cells in epilepsy development. In conclusion, further investigation into the mechanisms of neuroimmune interactions in the gut-brain axis may lead to the identification of novel biomarkers and therapeutic targets for epileptogenesis, offering new insights and directions for the treatment of refractory epilepsy."
neuro,"Guillain-Barre syndrome (GBS) is a rare but serious neurological disorder that often leads to significant morbidity and mortality. This study aimed to investigate the clinical characteristics, epidemiological trends, and outcomes of GBS patients admitted to Jimma Medical Center (JMC). This was a mixed retrospective and prospective study conducted at JMC, a tertiary teaching hospital in southwest Ethiopia. Medical records of patients admitted with GBS from October 2017 to August 2021 were retrospectively reviewed, while patients admitted between September 2021 and October 2024 were prospectively recruited. Data were collected on socio-demographic information, clinical presentation, diagnostic tests, treatment, and discharge outcomes. Descriptive statistics, Kaplan-Meier survival analysis, and Geographic Information System mapping were used to analyze the data. A total of 93 patients with GBS were admitted during the 7 year study period. The median age was 30 years (IQR: 23-40), and most patients (54.8%) were within the 15 to 30 age group. Admissions peaked between November and January each year, with notable increase since the end of 2021. Among the 54 patients with complete medical records, the most common presenting symptoms were extremity weakness (92.6%) and difficulty walking (59.3%), while ascending paralysis was observed in 70.4% of cases. Bulbar symptoms occurred in 31.5% of patients. Preceding infections, particularly flu-like symptoms, were reported by 46.3% of them. Overall, 77.8% required ICU care, with 42.6% needing mechanical ventilation. Intravenous immunoglobulin therapy was administered to only 14.8% of patients. The in-hospital mortality rate was 25.9%, and complications such as quadriplegia (46.3%) and depression (35.2%) were common. Patients who required mechanical ventilation faced a significantly higher risk of mortality (P < .05), with survival rates dropping to 0% by day 165 in this group. This study highlights a significant burden of GBS at JMC, with notable seasonal trends, high ICU admission rates, and substantial mortality. Early diagnoses, improved access to immunotherapy, and enhanced supportive care, especially for those with respiratory failure, are critical to improving outcomes. The findings underscore the need for robust public health strategies to prevent, manage, and mitigate the impact of GBS, particularly in low-resource settings like Ethiopia."
neuro,"Background and Objectives: Chronic migraines are a disabling neurological disorder with limited response to preventive pharmacological treatments. Greater occipital nerve (GON)-targeted radiofrequency (RF) procedures have emerged as promising interventions, yet long-term comparative data between pulsed RF (PRF) and continuous-lesion RF (LesionRF) remain scarce. This study evaluated the 12-month efficacy and safety of PRF versus LesionRF. Materials and Methods: A single-center cohort of 211 patients with chronic migraine diagnosed by ICHD-3 criteria (PRF = 107; LesionRF = 104) was analyzed. All patients had a positive diagnostic block and >/=12 months of follow-up. Interventions were performed under ultrasound guidance with standardized protocols (PRF: 42  degrees C, 4 min, 45 V; LesionRF: 80  degrees C, 90 s). The primary outcome was a change in monthly migraine days (MMD), while secondary outcomes included responder rates (>/=50% MMD reduction), pain intensity (VAS), functional outcomes (HIT-6, MIDAS), quality of life (SF-36, EQ-5D), medication use, retreatment, and complications. Results: Both groups improved, but LesionRF showed greater benefit. At 12 months, LesionRF achieved a larger MMD reduction (-4.8 days vs. PRF, p < 0.001), higher responder rates (83% vs. 65%, p = 0.01), and greater VAS decreases (-1.6, p < 0.001). Functional and quality-of-life scores improved more with LesionRF, with MIDAS reductions surpassing MCID and responder rates meeting PASS. Retreatment was less frequent with LesionRF (8% vs. 19%; HR 2.15, p = 0.037), and two LesionRF patients (1.9%) developed hematomas that resolved conservatively. Conclusions: Compared with PRF, LesionRF provided more sustained and clinically meaningful benefits for chronic migraines. Both approaches appeared to be safe, though confirmation in larger randomized trials is warranted."
neuro,"Epilepsy is a prevalent neurological disorder characterized by spontaneous recurrent seizures (SRS). Epileptogenesis is a multifaceted pathophysiological process that transforms a normal brain into one prone to chronic seizures. Targeting epileptogenesis is a compelling line of epilepsy therapy. Thus, discovering new drugs that oppose, mitigate, or modify epileptogenesis is a significant challenge in modern neuroscience. Our previous work demonstrated that, in a kainic acid (KA)-induced post-status epilepticus model, 28 days myo-inositol (MI) treatment reduces frequency and duration of motor and electrographic SRS even following cessation of treatment, for the following 4 weeks and identified MI as a promising antiepileptogenic compound To further evaluate the dose-dependent efficacy of MI, we applied the same experimental model using 30 mg/kg (dose used in earlier studies), 60 mg/kg, and 120 mg/kg to assess effects on hippocampal electrographic and motor SRS, as well as KA-induced spatial learning and memory impairment in a Morris water maze test. We found that MI had long-lasting, dose-dependent suppressive effects on behavioral and electrographic manifestations of epileptogenesis and ameliorated spatial learning and memory deficit induced by SE, with 60 mg/kg emerging as the most effective dose. Furthermore, we investigated transcriptomic and epigenetic alterations associated with the optimal MI dose and identified multiple affected pathways in the hippocampus. Interestingly, MI treatment resulted in transcriptomic upregulation and prevention of downregulation of several ion channel subunits, including GRIK3 and GRIN3A (kainate and NMDA receptor subunits) and the sodium channel subunit SCNB4. The obtained data highlight new molecular targets for epilepsy therapy and support the translational potential of MI."
neuro,"Background: Parkinson's disease (PD) is a degenerative neurological disorder that greatly affects motor and speech functions; therefore, early diagnosis is vital for improving patients' quality of life. This work introduces a unified and explainable AI framework for PD detection that integrates ensemble and deep learning models with transparent interpretability techniques. Methods: Acoustic features were extracted from the Parkinson's Voice Disorder Dataset, and a broad suite of machine learning and deep learning models was evaluated, including traditional classifiers (Logistic Regression, Decision Tree, KNN, Linear Regression, SVM), ensemble methods (Random Forest, Gradient Boosting, XGBoost, LightGBM), and neural architectures (CNN, LSTM, GAN). Results: The ensemble methods-specifically LightGBM (LGBM) and Random Forest (RF)-achieved the best performance, reaching state-of-the-art accuracy (98.01%) and ROC-AUC (0.9914). Deep learning models like CNN and GAN produced competitive results, validating their ability to capture nonlinear and generative voice patterns. XAI analysis revealed that nonlinear acoustic biomarkers such as spread2, PPE, and RPDE are the most influential predictors, consistent with clinical evidence of dysphonia in PD. Conclusions: The proposed framework achieves a strong balance between predictive accuracy and interpretability, representing a clinically relevant, scalable, and non-invasive solution for early Parkinson's detection."
neuro,"BACKGROUND/OBJECTIVES: A Petit Bleu de Gascogne (PBDG) dog presented with a progressive neurological disorder characterized by hind-limb weakness, anxiety and hallucinatory episodes, lip smacking, progressive vision loss, muscle atrophy, and ataxia. Magnetic resonance imaging revealed diffuse brain atrophy. The dog was euthanized at approximately 23 months of age due to the progression of neurological signs. A study was undertaken to identify the molecular genetic basis of the disorder in this dog. METHODS: Microscopic analyses were performed to characterize the disease pathology and whole-genome sequencing was performed to identify the molecular genetic basis of the disorder. RESULTS: The proband exhibited pronounced accumulations of autofluorescent intracellular inclusions in the brain, retina, and heart with ultrastructural appearances similar to those of lysosomal storage bodies that accumulate in the neuronal ceroid lipofuscinosis (NCLs), a group of progressive neurodegenerative disorders. Whole-genome sequence analysis of DNA from the proband identified homozygous missense variants in AP3B1 and TRAPPC9 that encode proteins involved in sorting and transport of proteins through the Golgi apparatus to lysosomes. Screening of unaffected PBDGs for these variants identified dogs that were homozygous for either variant, but no other dogs that were homozygous for both. CONCLUSIONS: These findings raise the possibility that the disease involves the combined influence of the two variants, and that the proteins encoded by these genes interact within the Golgi apparatus to mediate protein sorting and transport to lysosomes. An alteration in this interaction could underlie the NCL-like lysosomal storage disorder observed in the proband."
neuro,"Background Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL) is an autosomal dominant neurological disorder caused by mutations in the NOTCH3 gene. Disease-causing variants in NOTCH3 are primarily missense variants altering the number of cysteine residues in the translated NOTCH3 protein. The genetic screening of the NOTCH3 gene is currently considered the gold standard for CADASIL diagnosis. Methods The Genomics Research Centre has been performing diagnostic genetic testing for CADASIL since 1997. A total of 1281 patient samples suspected of having CADASIL were screened for NOTCH3 mutations from January 1, 1997, to October 1, 2025. Genomic sequencing was performed using Sanger sequencing of selected NOTCH3 exons or using next-generation sequencing to screen the entire NOTCH3 gene. Results In total, 12.1% of patients had a cysteine-altering NOTCH3 variant, including 49 variants in exons 2-24, and two variants in non-EGFr encoding exons. We also report the first CADASIL patient who is a compound heterozygote for two known pathogenic cysteine-altering NOTCH3 variants, who presented with a severe early onset of stroke, migraine, and white matter changes. Conclusions The compound heterozygosity identified in this patient appears to be associated with an early onset of CADASIL symptoms. Our study contributes to the elucidation of the spectrum of NOTCH3 variants associated with CADASIL. The majority of patients tested for CADASIL in this study did not contain a variant in NOTCH3, indicating that there are other genes or genetic variants contributing to disease in these patients."
neuro,"Finding new biomolecules to target upstream signaling in neurological disorders is a state-of-the-art research strategy. Axon guidance molecules (AGMs) play vital roles in development; however, evidence suggests that these molecules are involved in the pathogenesis of several neurological diseases. Recent studies have shown that repulsive guidance molecule A (RGMa), a member of AGMs, can be targeted as a novel therapeutic option. This molecule has been implicated in several diseases, and inhibiting it improves the outcomes. For example, in various pathological conditions such as multiple sclerosis, neuromyelitis optica, optic nerve crush model, focal cerebral ischemia, traumatic brain injury, and vascular dementia the expression of RGMa is significantly elevated. RGMa has been detected on amyloid plaques and in the glial scar in brains impacted by Alzheimer's disease. Furthermore, RGMa is elevated by activated astrocytes after exposure to TGFbeta. Since the role of RGMa in the development of neurological disorders is crucial, inhibiting RGMa can lead to positive outcomes such as axonal regeneration, neuronal repair, and behavioral improvement. Our review explores the impact of RGMa and outlines the positive results achieved by targeting it in preclinical studies. Based on this information, it is clear that RGMa has significant potential as both a predictive biomarker and a therapeutic option."
infection,"BACKGROUND: Human movement plays a critical role in the transmission of infectious diseases, especially those with environmental drivers like leptospirosis-a zoonotic bacterial infection linked to mud and water contact. Using GPS loggers, we collected detailed telemetry data to understand how fine-scale movements can be analysed in the context of an infectious disease. METHODS: We recruited individuals living in urban slums in Salvador, Brazil, to analyse how they interact with environmental risk factors such as domestic rubbish piles, open sewers, and a local stream. We aimed to identify differences in movement patterns inside the study areas by gender, age, and leptospirosis serological status. Step selection functions, a spatio-temporal model used in animal movement ecology, estimated selection coefficients to represent the likelihood of movement toward specific environmental factors. RESULTS: With 128 participants wearing GPS devices for 24-48 hr, recording locations every 35 s during active daytime hours, we segmented movements into morning, midday, afternoon, and evening. Our results suggested women moved closer to the central stream and farther from open sewers compared to men, while serologically positive individuals avoided open sewers. CONCLUSIONS: This study introduces a novel method for analysing human telemetry data in infectious disease research. FUNDING: Funding provided by Wellcome Trust, UK Medical Research Council, Brazilian National Research Council, Reckitt Global Hygiene Institute, and National Institute of Allergy and Infectious Diseases."
infection,"AIMS: To systematically examine how structural vulnerability has been defined and operationalised in United States-based health research, identify conceptual consistencies and methodological gaps, and propose core dimensions of structural vulnerability along with implications for future application in health research. DESIGN: A systematic mixed-studies review using a parallel-results convergent synthesis design. DATA SOURCES: PubMed, Embase, Scopus and CINAHL were searched from first publication through 2024 using the terms 'structural* vulnerab*' AND health. REVIEW METHODS: Peer-reviewed English-language empirical studies conducted in the United States that applied the concept of structural vulnerability were identified. The Mixed Methods Appraisal Tool was used to assess study quality. Study content was analysed to identify how structural vulnerability was defined and operationalised. RESULTS: Thirty-seven predominantly high-quality studies published between 2011 and 2024 met inclusion criteria. Structural vulnerability was consistently defined through two interrelated dimensions: as a social positionality (characterised by constrained resilience, limited agency and imposed risks rooted in systemic discrimination and social hierarchies) and as a critical analytic framework for examining structural determinants of health. Quantitative studies predominantly used individual-level indicators (e.g., income, housing) and cross-sectional designs. Qualitative studies focused on experiences of structural vulnerability in relation to health outcomes and infrequently translated findings into structural interventions. The most frequently studied outcomes were infectious disease, substance use and mental health. CONCLUSION: Structural vulnerability, as a conceptual and empirical lens, reveals how systems produce-and can potentially reduce-health risks. Findings underscore the need for geographically diverse and longitudinal studies, as well as multidimensional measures. Advancing health equity demands critiquing systemic causes of inequities and pursuing justice-oriented interventions. IMPLICATIONS FOR THE PROFESSION: Nursing, positioned at the intersection of public health, social sciences and policy, is uniquely equipped to engage structural vulnerability as a critical analytic tool to address health inequities, design interventions and advocate for policy reform. IMPACT: What problem did the study address? This study addressed a lack of clarity in the definition and operationalization of structural vulnerability in health research. What were the main findings? The definition of structural vulnerability is consistent across quantitative and qualitative studies, but there are marked variations in its operationalization. Quantitative studies predominantly rely on individual-level indicators, while qualitative studies use it as a theoretical framework to guide analysis, interpret findings and examine structural determinants of health. Where and on whom will the research have an impact? This review offers a clear framing for integrating structural vulnerability in health research in efforts to advance health equity. REPORTING METHOD: PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) reporting guideline. NO PATIENT OR PUBLIC INVOLVEMENT: This study did not include patient or public involvement in its design, conduct or reporting."
